10021	/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/	Who is responsible for verifying my Achology CPD claims?
10020	/help/events-and-mentorship/offer-free-coaching-someone-outside-achology/	How do I offer free coaching to someone outside Achology?
10019	/help/events-and-mentorship/many-times-coach-same-person-cips/	How many times can I coach the same person for CIPS credit?
10018	/help/events-and-mentorship/long-achology-valts-session/	What is the duration of an Achology VALTS session?
10017	/help/events-and-mentorship/earn-cpd-credit-hosting-session-only/	Do I get a CPD credit for hosting a session, or just for attending?
10016	/help/events-and-mentorship/cips-when-need-them/	What are CIPS in Achology, and when should I obtain them?
10015	/help/events-and-mentorship/pals-earn-them/	What are PALS in Achology, and how can I earn them?
10014	/help/events-and-mentorship/valts-achology/	What are VALTS learning sessions within Achology?
10013	/help/certificates-cpd-accreditation/have-each-year-keep-master-achologist/	What are my requirements to maintain Master Achologist status?
10012	/help/certificates-cpd-accreditation/progress-member-achologist/	How can I advance from Achology Member to Achologist?
10011	/help/certificates-cpd-accreditation/senior-achologist-two-levels/	What is a Senior Achologist, and what are the two levels?
10010	/help/certificates-cpd-accreditation/achologist-adept/	What does it mean to be an Achologist Adept?
10009	/help/certificates-cpd-accreditation/six-achology-cpd-statuses/	What are the six Achology CPD member levels?
417	/help/partnerships-and-press/using-achology-content-branding-materials/	Can I use Achology content or branding in my own materials?
416	/help/partnerships-and-press/achology-media-press-interview-requests/	How do I request a media opportunity with Achology?
415	/help/partnerships-and-press/become-an-achology-affiliate/	Does Achology have an affiliate or referral programme?
414	/help/partnerships-and-press/become-instructor-contribute-content-achology/	Can I become an instructor or contribute content to Achology?
413	/help/partnerships-and-press/does-achology-offer-partnerships-collaborations/	Does Achology offer partnerships or collaborations?
412	/help/curriculum-and-subjects/achology-courses-other-languages/	Are Achology courses available in other languages?
411	/help/curriculum-and-subjects/seven-schools-achology-curriculum-explained/	What are Achology's seven schools and how do they differ?
410	/help/community-and-conduct/achology-discussion-boundary-feels-unsafe/	What should I do if an Achology discussion feels unsafe?
409	/help/community-and-conduct/achology-community-rules-moderation/	What are the Achology moderation rules and standards?
408	/help/community-and-conduct/find-achology-members-similar-interests/	How do I find Achology members with similar interests?
407	/help/community-and-conduct/ask-questions-achology-community/	How do I ask a question in Achology and get useful answers?
406	/help/community-and-conduct/achology-peer-learning-culture/	What is Achology's peer-learning culture like?
405	/help/community-and-conduct/achology-disagreement-open-discussion/	How does Achology approach disagreement and open discussion?
404	/help/getting-started/navigate-achology-community-guide/	How do I navigate the Achology community?
403	/help/getting-started/homework-assessment-achology-courses/	Is there homework or assessment in Achology courses?
402	/help/getting-started/prior-qualifications-needed-achology/	Do I need prior qualifications to study at Achology?
401	/help/getting-started/achology-course-order-sequence/	Do I need to complete courses in a specific order?
400	/help/getting-started/overwhelmed-by-achology-options/	I'm overwhelmed by the options. How do I choose?
399	/help/getting-started/first-course-complete-beginner/	Which course should I take first as a complete beginner?
398	/help/getting-started/membership-first-or-course-first/	Should I get membership first or buy a course first?
397	/help/getting-started/where-should-i-start-with-achology/	Where should I start with Achology?
396	/help/getting-started/is-achology-suitable-for-beginners/	Is Achology suitable for beginners with no background in psychology?
395	/help/privacy-and-legal/guest-speakers-policy/	Does Achology invite guest speakers?
394	/help/privacy-and-legal/achology-copyright-sharing-course-content/	Can I share or redistribute Achology course content?
393	/help/privacy-and-legal/achology-course-piracy-copyright/	I found Achology content on a torrent site. Is it legitimate?
392	/help/privacy-and-legal/share-my-achology-account-login/	Can I share my Achology account or login with someone else?
391	/help/privacy-and-legal/achology-responsible-community-member-advice/	Is Achology responsible for advice I get from other members?
390	/help/privacy-and-legal/achology-trust-legal-policies-work-together/	How do Achology's trust and legal policies work together?
389	/help/privacy-and-legal/achology-updates-course-already-purchased/	What happens if Achology updates a course I've bought?
388	/help/privacy-and-legal/what-law-governs-achology-terms/	What law governs Achology's terms and conditions?
387	/help/privacy-and-legal/achology-customer-legal-rights-uk-consumer-law/	What are my legal rights as an Achology customer?
386	/help/privacy-and-legal/achology-automated-decision-making-profiling/	Does Achology use automated decision-making or profiling?
385	/help/privacy-and-legal/delete-achology-account-and-data/	Can I request the deletion of my Achology account and data?
384	/help/privacy-and-legal/how-long-achology-keeps-personal-data/	How long does Achology keep my personal data?
383	/help/privacy-and-legal/who-does-achology-share-personal-data-with/	Who does Achology share my personal data with?
382	/help/privacy-and-legal/does-achology-sell-personal-data/	Does Achology sell my personal data to third parties?
381	/help/privacy-and-legal/what-personal-data-achology-collects/	What personal data does Achology collect about me?
380	/help/technical-help/find-achology-course-resources/	Where can I find the resources for my course?
379	/help/technical-help/direct-message-achology-members/	Can I direct message other Achology members?
378	/help/technical-help/create-posts-achology-community/	How do I create posts in the Achology community?
377	/help/technical-help/manage-achology-community-notifications/	How do I manage my Achology community notifications?
376	/help/technical-help/set-up-achology-community-profile/	How do I set up my Achology community profile?
375	/help/technical-help/download-achology-community-app/	How do I download the Achology community app?
374	/help/technical-help/what-is-circle-achology-community/	What is Circle, and why does Achology use it?
373	/help/technical-help/how-to-join-live-achology-community-event/	How do I join a live Achology community event?
372	/help/technical-help/how-to-contact-achology-support/	How do I contact Achology support?
371	/help/technical-help/best-browsers-devices-achology-community/	Which browsers and devices work best with the Achology community?
370	/help/technical-help/what-to-include-achology-support-request/	What should I include in an Achology support request?
369	/help/technical-help/achology-invite-link-not-working/	Achology invite link not working?
368	/help/technical-help/cant-see-achology-course-space-community/	Can't see your Achology course or community space?
367	/help/technical-help/cant-send-receive-messages-achology-community/	Can't send or receive direct messages in the Achology community?
366	/help/technical-help/fix-audio-video-achology-live-sessions/	Is the audio or the camera not working in an Achology live session?
365	/help/technical-help/fix-achology-community-notification-problems/	Not getting Achology notifications, or getting too many?
364	/help/technical-help/achology-password-reset-email-not-arriving/	Achology password reset email not arriving?
363	/help/technical-help/cant-log-in-achology-community/	Can't log in to the Achology community?
362	/help/technical-help/downloading-achology-content/	Can I download Achology course content for offline viewing?
361	/help/events-and-mentorship/rsvp-join-achology-live-events/	How do I RSVP to and join Achology live events?
360	/help/events-and-mentorship/become-a-master-achologist/	How do I become a Master Achologist?
359	/help/events-and-mentorship/achology-members-host-workshops-events/	Can Achology members host their own workshops or events?
358	/help/events-and-mentorship/achology-certification-practice-competence/	How does Achology certification relate to competence development?
357	/help/events-and-mentorship/build-real-competence-achology/	How do I build real competence with Achology?
356	/help/events-and-mentorship/achology-recommended-practice-pathway/	What is the recommended practice pathway inside Achology?
355	/help/events-and-mentorship/achology-course-required-attend-workshops/	Do I need to be enrolled on a course to attend Achology workshops?
354	/help/events-and-mentorship/choose-right-achology-event-level/	How do I choose the right Achology event for my level?
353	/help/events-and-mentorship/achology-coaching-competency-review-sessions/	What are coaching competency review sessions at Achology?
352	/help/events-and-mentorship/achology-skill-development-workshops/	What are Skill Development Workshops at Achology?
351	/help/events-and-mentorship/achologist-led-tutorials-alts/	What are Achologist-Led Tutorials (ALTs)?
350	/help/events-and-mentorship/achology-live-events-types/	What kinds of live events happen inside Achology?
349	/help/events-and-mentorship/achology-case-study-discussion-groups/	What is a case-study based discussion group?
348	/help/events-and-mentorship/achology-discussion-spaces-groups-events/	What's the difference between Achology discussion spaces and groups?
347	/help/events-and-mentorship/how-to-participate-achology-discussions-events/	How do I participate in group discussions and events?
346	/help/events-and-mentorship/achology-membership-free-coaching-included/	Does Achology membership include free coaching?
345	/help/events-and-mentorship/get-value-achology-mentorship-sessions/	How do I get the most value from mentorship sessions?
344	/help/events-and-mentorship/mentorship-sessions-recorded-achology/	Are Achology mentorship sessions recorded or replayable?
343	/help/events-and-mentorship/achology-mentorship-vs-coaching-difference/	How do Achology mentorship sessions differ from coaching?
342	/help/events-and-mentorship/mentoring-opportunities-achology-membership/	What mentoring opportunities are included with membership?
341	/help/pricing-and-payments/pay-instalments-achology-courses/	Can I pay for Achology courses in instalments?
340	/help/learning-experience/is-achology-right-emotionally-vulnerable/	Is Achology right for someone who is emotionally vulnerable?
339	/help/learning-experience/completed-achology-course-nothing-changed/	I've completed a course, but haven't changed: what went wrong?
338	/help/learning-experience/achology-content-offensive-emotionally-challenging/	What if I find Achology course content offensive or challenging?
337	/help/learning-experience/achology-live-practice-session-etiquette/	What etiquette should I follow in live practice sessions?
336	/help/learning-experience/slow-deep-learning-rejects-fast-certification/	Why does Achology emphasise deep learning over fast certification?
335	/help/learning-experience/achology-peer-learning-community-teaches/	Why does Achology emphasise peer learning alongside expert teaching?
334	/help/learning-experience/study-multiple-achology-courses-simultaneously/	Can I study multiple Achology courses at the same time?
333	/help/learning-experience/revisit-achology-courses-after-completion/	Can I revisit Achology courses after completing them?
332	/help/learning-experience/masterclasses-vs-practitioner-courses-differences/	What's the difference between Achology Masterclasses and practitioner courses?
331	/help/learning-experience/achology-course-prerequisites-requirements/	Do Achology courses have prerequisites? Can complete beginners start?
330	/help/learning-experience/inside-achology-course-modules-breakdown/	What's inside an Achology course module? What do you get?
329	/help/learning-experience/how-achology-courses-work-self-paced/	How do Achology courses work? What's the learning experience like?
328	/help/learning-experience/download-achology-course-materials/	Can I download the materials from Achology courses?
327	/help/learning-experience/how-long-achology-courses-take-timelines/	How long do Achology courses take to complete?
326	/help/outcomes-and-expectations/how-much-do-achology-coaches-earn/	How much can I earn as an Achology-trained coach?
325	/help/outcomes-and-expectations/achology-career-change-coaching-mentoring/	Can Achology help me change career into coaching or mentoring?
324	/help/outcomes-and-expectations/can-achology-help-personal-struggles/	Can Achology courses help with personal struggles and challenges?
323	/help/outcomes-and-expectations/is-achology-content-scientific-or-ideological/	Is Achology educational content scientific or ideology-based?
322	/help/outcomes-and-expectations/achology-character-development/	Why does Achology emphasise character development so much?
321	/help/outcomes-and-expectations/course-completion-vs-competence/	What's the difference between completing a course and being competent?
320	/help/outcomes-and-expectations/achology-success-stories-do-courses-work/	Do Achology courses actually work? What do success stories look like?
319	/help/outcomes-and-expectations/achology-professional-indemnity-insurance/	Do I need professional indemnity insurance to practise as an Achologist?
318	/help/outcomes-and-expectations/does-achology-supervise-peer-coaching/	Does Achology supervise peer coaching or practice sessions?
317	/help/outcomes-and-expectations/supervision-after-achology-training/	Do I need supervision to practise after Achology training?
316	/help/outcomes-and-expectations/call-myself-certified-achology-credentials/	Can I legally call myself "certified" with Achology credentials?
315	/help/outcomes-and-expectations/will-clients-take-achology-certificate-seriously/	Will clients take my Achology certificate seriously?
314	/help/outcomes-and-expectations/will-employers-recognise-achology-certificate/	Will employers recognise my Achology certificate?
313	/help/outcomes-and-expectations/can-achology-replace-university-degrees/	Can Achology courses replace a university psychology degree?
312	/help/outcomes-and-expectations/what-if-achology-courses-dont-work/	What if Achology courses don't work for you? What then?
311	/help/outcomes-and-expectations/see-real-results-how-long-achology-takes/	How long does it take to see results from Achology courses?
310	/help/outcomes-and-expectations/achology-course-outcomes/	What can I actually do after completing Achology courses?
309	/help/outcomes-and-expectations/realistic-outcomes-with-achology/	What can I realistically achieve through Achology courses?
308	/help/certificates-cpd-accreditation/achologist-title-without-membership/	Can I call myself an Achologist if I'm not a paying member?
307	/help/certificates-cpd-accreditation/explain-achology-qualifications-to-clients/	How do I explain Achology qualifications to clients who ask?
306	/help/certificates-cpd-accreditation/achology-certificates-recognised-internationally/	Are Achology certificates recognised internationally?
305	/help/certificates-cpd-accreditation/coaching-vs-counselling-credentials-difference/	What's the difference between coaching and counselling training?
304	/help/certificates-cpd-accreditation/insurance-coverage-achology-qualifications/	Will insurance companies cover me with Achology qualifications?
303	/help/certificates-cpd-accreditation/post-nominal-letters-achology-certificates/	Can I put letters after my name with Achology certificates?
302	/help/certificates-cpd-accreditation/join-professional-body-after-achology/	Do I need to join a professional body after Achology?
301	/help/certificates-cpd-accreditation/cpd-journey-after-leaving-achology/	What happens to my CPD credits if I leave Achology?
300	/help/certificates-cpd-accreditation/verify-achology-certificate/	How can employers or clients verify an Achology certificate?
299	/help/certificates-cpd-accreditation/evidence-cpd-learning-progression-achology/	How do I evidence my CPD and learning progression?
298	/help/certificates-cpd-accreditation/call-myself-therapist-achology-courses/	Can I call myself a therapist after completing Achology courses?
297	/help/certificates-cpd-accreditation/what-does-achology-certification-qualify/	What does an Achology certification qualify me to do?
296	/help/certificates-cpd-accreditation/achology-courses-cpd-hours/	Can I use Achology courses for CPD hours?
295	/help/certificates-cpd-accreditation/is-achology-accredited-somap/	Is Achology accredited?
294	/help/certificates-cpd-accreditation/what-achology-certificate-proves/	What does my Achology certificate actually prove?
293	/help/comparisons-and-alternatives/society-lost-gatekeeping-psychology/	What has society lost by gatekeeping psychological knowledge?
292	/help/comparisons-and-alternatives/how-psychology-became-institutionalised/	How did psychology become institutionalised and gatekept?
291	/help/comparisons-and-alternatives/achology-certificates-vs-university-degrees/	How do Achology certificates compare to university psychology degrees?
290	/help/comparisons-and-alternatives/self-study-books-vs-achology-courses/	Self-study books vs Achology: which develops competence?
289	/help/comparisons-and-alternatives/achology-vs-therapy-training-counselling/	Can Achology replace traditional therapy training?
288	/help/comparisons-and-alternatives/achology-vs-icf-coaching-certification/	How does Achology compare to ICF coaching certification?
287	/help/comparisons-and-alternatives/achology-vs-school-of-life-comparison/	How does Achology compare to The School of Life?
286	/help/comparisons-and-alternatives/achology-vs-tony-robbins-comparison/	How does Achology compare to Tony Robbins programmes?
285	/help/comparisons-and-alternatives/achology-vs-linkedin-learning-comparison/	How does Achology compare to LinkedIn Learning for psychology courses?
284	/help/comparisons-and-alternatives/achology-vs-coursera-psychology-education/	How does Achology compare to Coursera?
283	/help/comparisons-and-alternatives/achology-vs-mindvalley-comparison/	How does Achology compare to Mindvalley?
282	/help/comparisons-and-alternatives/why-pay-achology-when-free-content-exists/	Why pay for Achology when free psychology content exists on YouTube?
281	/help/comparisons-and-alternatives/what-makes-achology-different/	What makes Achology different from most online learning platforms?
280	/help/comparisons-and-alternatives/achology-vs-udemy-psychology-courses/	How does Achology compare to Udemy for psychology courses?
279	/help/comparisons-and-alternatives/achology-on-udemy-should-i-join-achology/	I bought an Achology course on Udemy: should I also join Achology?
278	/help/comparisons-and-alternatives/kain-ramsay-udemy-vs-achology-courses/	What's the difference between Kain Ramsay's Udemy and Achology courses?
277	/help/achology-basics-and-identity/achology-accessibility-requirements/	What accessibility support does Achology offer?
276	/help/achology-basics-and-identity/why-achology-criticizes-psychology-teaching/	Why does Achology criticise how psychology is typically taught?
275	/help/achology-basics-and-identity/achology-evidence-based-humanistic-psychology/	Does Achology teach evidence-based models, humanistic models, or both?
274	/help/achology-basics-and-identity/is-achology-global-platform/	Is Achology a global learning platform?
273	/help/achology-basics-and-identity/who-runs-achology/	Who runs Achology day-to-day?
272	/help/achology-basics-and-identity/no-credential-inflation-achology/	Why doesn't Achology inflate credentials to seem more prestigious?
271	/help/achology-basics-and-identity/manipulative-pricing-tactics-achology-avoids/	What manipulative pricing tactics does Achology deliberately avoid?
270	/help/achology-basics-and-identity/why-achology-avoids-diagnostic-labels/	Why doesn't Achology teach diagnostic models or psychiatric labelling?
269	/help/achology-basics-and-identity/what-does-achology-expect-from-learners/	What does Achology expect from its learners?
268	/help/achology-basics-and-identity/adult-to-adult-learning-no-hand-holding/	Why does Achology treat learners as adults rather than providing hand-holding?
267	/help/achology-basics-and-identity/psychology-as-practical-wisdom/	What does Achology mean by 'psychology as practical wisdom'?
266	/help/achology-basics-and-identity/what-does-achology-mean-becoming-wiser/	What does Achology mean by "becoming wiser"?
265	/help/achology-basics-and-identity/why-achology-emphasises-personal-responsibility/	Why does Achology emphasise personal responsibility so strongly?
264	/help/achology-basics-and-identity/personal-responsibility-achology-learning/	What does Achology mean by "personal responsibility" in learning?
263	/help/achology-basics-and-identity/principle-led-education-achology/	What does Achology mean by "principle-led education"?
262	/help/achology-basics-and-identity/achology-multiple-psychology-traditions/	Does Achology follow one school of psychology or multiple traditions?
261	/help/achology-basics-and-identity/who-is-achology-not-for/	Who is Achology not designed for?
260	/help/achology-basics-and-identity/who-is-achology-designed-for/	Who is Achology designed for?
259	/help/achology-basics-and-identity/what-is-applied-psychology-achology/	What does Achology mean by "applied psychology"?
258	/help/achology-basics-and-identity/achology-teaching-philosophy/	What is Achology's teaching philosophy?
257	/help/achology-basics-and-identity/where-is-achology-based/	Where is Achology based?
256	/help/achology-basics-and-identity/how-long-achology-operating/	How long has Achology been operating?
255	/help/achology-basics-and-identity/who-is-kain-ramsay/	Who is Kain Ramsay?
254	/help/achology-basics-and-identity/is-achology-educational-provider-or-professional-body/	Is Achology an educational provider or a professional body?
253	/help/achology-basics-and-identity/is-achology-a-university/	Is Achology a university or degree provider?
252	/help/membership-and-access/does-achology-provide-crisis-support/	Does Achology provide crisis or mental health support?
251	/help/membership-and-access/can-achology-suspend-terminate-access/	Can Achology suspend or terminate my access?
250	/help/membership-and-access/platform-changes-course-access-achology/	What happens to courses if the Achology platform changes?
249	/help/membership-and-access/why-achology-includes-community-course-prices/	Why does Achology include community access with course purchases?
248	/help/membership-and-access/share-achology-account-courses/	Can I share my Achology account or courses with others?
247	/help/membership-and-access/membership-payment-fails-achology/	What happens if my Achology membership payment fails?
246	/help/membership-and-access/achology-school-bundles-how-they-work/	What are Achology school bundles and how do they work?
245	/help/membership-and-access/achology-access-all-areas-pass/	What is the Achology Access All Areas Pass?
244	/help/membership-and-access/difference-membership-courses-achology/	What's the difference between Achology membership and courses?
243	/help/membership-and-access/what-does-achology-membership-include/	What does Achology membership include?
242	/help/refunds-and-billing/achology-refund-technical-issues/	Can I get a refund if I experience technical issues with my course?
241	/help/refunds-and-billing/achology-refund-disagree-course-content/	Can I get a refund if I disagree with the course content?
240	/help/refunds-and-billing/achology-membership-refund/	Is it possible to obtain a refund for my Achology community subscription?
239	/help/refunds-and-billing/cancel-achology-membership-anytime/	Can I cancel my Achology membership anytime?
238	/help/refunds-and-billing/achology-change-mind-after-14-day-guarantee/	What if I change my mind after the 14-day guarantee period?
237	/help/refunds-and-billing/how-long-achology-refund-process/	How long does an Achology refund take to process?
236	/help/refunds-and-billing/how-to-request-achology-refund/	How do I request a refund from Achology?
235	/help/refunds-and-billing/achology-refund-policy-explained/	What is Achology's refund policy?
234	/help/pricing-and-payments/achology-no-transformation-promises/	Why doesn't Achology promise transformation or guaranteed outcomes?
233	/help/pricing-and-payments/achology-anti-gatekeeping-pricing/	How does Achology's pricing reflect its anti-gatekeeping philosophy?
232	/help/pricing-and-payments/achology-pricing-versus-udemy-universities/	Why is Achology priced higher than Udemy but lower than universities?
231	/help/pricing-and-payments/is-achology-worth-the-money/	Is Achology worth the money?
230	/help/pricing-and-payments/achology-discounts-sales-promotions/	Does Achology offer discounts, sales, or promotional offers?
229	/help/pricing-and-payments/upgrade-courses-bundle-access-pass/	Can I upgrade from individual courses to a bundle or Access All Areas Pass?
228	/help/pricing-and-payments/hidden-fees-additional-costs-achology/	Are there hidden fees or additional costs at Achology?
227	/help/pricing-and-payments/achology-payment-methods/	What payment methods does Achology accept?
226	/help/pricing-and-payments/achology-free-trial-introductory-offer/	Does Achology offer a free trial or introductory rate?
225	/help/pricing-and-payments/achology-lifetime-access-explained/	What does "lifetime access" actually mean at Achology?
224	/help/achology-basics-and-identity/is-achology-therapy-counselling-or-coaching/	Is Achology therapy, counselling, or coaching?
223	/help/comparisons-and-alternatives/transfer-kain-ramsay-udemy-courses-achology/	Can I transfer my Kain Ramsay Udemy course to Achology?
222	/help/comparisons-and-alternatives/achology-vs-university-psychology/	How is Achology's approach different from university psychology programmes?
221	/help/refunds-and-billing/does-achology-offer-a-money-back-guarantee/	Does Achology offer a money-back guarantee?
220	/help/pricing-and-payments/how-much-does-achology-cost/	How much does Achology cost?
219	/help/learning-experience/do-achology-courses-get-updated/	Do Achology courses get updated?
218	/help/achology-basics-and-identity/what-is-achology/	What is Achology?
principle-based-reflective-discussion	/help/events-and-mentorship/principle-based-reflective-discussion/
