10019	How many times can I coach the same person for CIPS credit?	many-times-coach-same-person-cips	1502	<p>A maximum of <strong>six sessions</strong> with the same individual count toward your <a href="/help/events-and-mentorship/cips-when-need-them/">CIPS</a> total.</p>\n<p>You are welcome to keep coaching someone beyond six if it genuinely helps them. Nobody will stop you, and nobody should. Only the first six add credit.</p>\n<h2>Why the limit exists</h2>\n<p>The cap is there to keep CIPS doing their job. Competency Improvement Practice Sessions are meant to build your competence across a range of different people with different goals, which is what real practice looks like once you are working professionally.</p>\n<p>If most of your sessions were with one person, you would get very good at coaching that person. You would learn their patterns, their vocabulary, what works with them. What you would not learn is the thing CIPS exist to teach: how to be useful to someone you have never met, whose situation you do not yet understand, in the first twenty minutes.</p>\n<p>The six-session limit also spreads the available coaching across more of the people applying through the <a href="/help/events-and-mentorship/offer-free-coaching-someone-outside-achology/">Get Free Coaching board</a>, which matters, because those are members of the public receiving genuine help at no cost.</p>\n<p>At the <a href="/help/certificates-cpd-accreditation/senior-achologist-two-levels/">senior levels</a>, where CIPS requirements rise to 24 sessions, that breadth is exactly what the requirement is measuring.</p>
10020	How do I offer free coaching to someone outside Achology?	offer-free-coaching-someone-outside-achology	1720	<p>Through the <strong>Get Free Coaching board</strong>, where people outside the community browse and apply for complimentary one-to-one sessions offered by members. Each session you host counts as 1 <a href="/help/events-and-mentorship/cips-when-need-them/">CIPS</a> credit, and this becomes part of your requirements from <a href="/help/certificates-cpd-accreditation/senior-achologist-two-levels/">Senior Achologist I</a> onward.</p>\n<h2>How the board works</h2>\n<p>Unlike <a href="/help/events-and-mentorship/valts-achology/">VALTS</a>, these are not scheduled calendar events. You make sessions available on the board, and someone outside the community, facing a real challenge or working toward something they actually want, applies for one.</p>\n<p>That difference is the entire point. You are coaching a person who wants help, not a peer who understands the exercise. No shared vocabulary, no allowance made for the fact that you are practising. Just someone with a problem and an hour of your attention.</p>\n<p>Most members find their first one nerve-racking and their fifth one genuinely enjoyable, which is roughly the intended trajectory.</p>\n<h2>What counts toward credit</h2>\n<p>Each session hosted earns 1 CIPS credit, and <a href="/help/events-and-mentorship/many-times-coach-same-person-cips/">up to six sessions with the same individual</a> count toward your total. Your claims are <a href="/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/">verified by SoMAP</a> before they are added to your record.</p>\n<p>If you are on the receiving side of this, and wondering whether the free coaching is genuine, it is, and you can find it at <a href="/free-coaching/">free coaching</a>.</p>
10021	Who is responsible for verifying my Achology CPD claims?	who-verifies-achology-cpd-claims	3149	<p>Every CPD claim you make is verified by SoMAP, the Society of Modern Applied Psychology, an independent accreditation body that operates separately from Achology's commercial side by design. Nothing you self-report reaches your official record without passing through it. That independence is the entire point: it is what lets your record mean something to anyone outside Achology.</p>\n<h2>How the verification actually works</h2>\n<p>The pipeline is straightforward, and deliberately not instant. You complete an activity, whether attending a <a href="/help/events-and-mentorship/valts-achology/">VALTS session</a>, delivering coaching, or offering a session to someone outside the community, and you <a href="/help/events-and-mentorship/submit-cpd-credit-claim-hosting-attending/">submit a claim</a>. SoMAP committee members, all of them Master Achologists, then review each submission independently. Only once a claim is verified is it committed to your official record, which is held in the Achology Member Data Centre and tracks your activity across <a href="/help/certificates-cpd-accreditation/six-achology-cpd-statuses/">every member level</a>. Your personal progress checklist is a planning tool; the verified record is the one that counts.</p>\n<h2>Why the independence matters</h2>\n<p>A professional development record is only worth as much as the process behind it. If Achology simply accepted whatever members reported about themselves, the record would be a list of claims, possibly accurate, with no way for anyone outside to know. A client choosing a coach, an employer reviewing a candidate, an organisation deciding whether a qualification means anything: none of them can audit your honesty directly. What they can rely on is that somebody qualified and independent already did. That is why the check exists, and why the short delay between submitting a claim and seeing it appear is the process doing its job, not a system running slowly.</p>\n<h2>What sits alongside it</h2>\n<p>Verification is one of two things that make Achology's training checkable from outside. The other is <a href="/help/certificates-cpd-accreditation/achology-uk-register-learning-providers/">UK Register of Learning Providers registration</a>, which lists Achology as a registered provider of learning. Together they mean an Achology standing rests on a registered provider plus independent verification behind every level, both of which you can check without taking anyone's word for it.</p>\n<h2>What verification produces</h2>\n<p>Two kinds of certificate come out of this. Completing a course earns a certificate of completion. Reaching a <a href="/help/certificates-cpd-accreditation/difference-between-certificate-completion-certificate-achievement/">verified member level</a> on the pathway earns a certificate of achievement, which is the one that carries weight with a client or employer, precisely because an independent body stood behind it. If someone needs to confirm your standing, <a href="/help/certificates-cpd-accreditation/verify-achology-certificate/">how an Achology certificate is verified</a> explains the check from their side.</p>
10022	Is my personal progress checklist considered part of my CPD record?	personal-progress-checklist-count-official-cpd	1539	<p>No. Your checklist is a planning tool. Your CPD record is the official one, and it contains only what <a href="/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/">SoMAP has independently verified</a>.</p>\n<h2>The difference</h2>\n<p>The checklist is yours. It shows what you have done and what is still outstanding for <a href="/help/certificates-cpd-accreditation/six-achology-cpd-statuses/">the next member level</a>, and it is genuinely useful for keeping track. But it carries no standing on its own. Ticking a box does not move you anywhere.</p>\n<p>The official record, held in the Achology Member Data Centre, contains only verified activity. Something appears there once it has been <a href="/help/events-and-mentorship/submit-cpd-credit-claim-hosting-attending/">submitted as a claim</a> and confirmed.</p>\n<h2>Where this catches people out</h2>\n<p>The gap between the two is where members occasionally get a surprise: work completed, checklist looking healthy, and then a level does not arrive because the underlying claims were never submitted.</p>\n<p>So the habit is simple. Treat the checklist as your plan and the verified record as your score, and submit claims as you go rather than saving them up. Doing the activity is most of the work; submitting it is what turns it into progress.</p>\n<p>If you need to show your record to someone else, <a href="/help/certificates-cpd-accreditation/evidence-cpd-learning-progression-achology/">how to evidence your CPD and learning progression</a> covers that.</p>
10023	Is it necessary to redo the Code of Ethics training annually?	have-retake-code-ethics-training-every	1858	<p>Yes, from <a href="/help/certificates-cpd-accreditation/achologist-adept/">Achologist Adept</a> onward. You attend the live Code of Ethics training once within every 12 months, at every level from Adept up to and including <a href="/help/certificates-cpd-accreditation/have-each-year-keep-master-achologist/">Master Achologist maintenance</a>. It is not required for <a href="/help/certificates-cpd-accreditation/progress-member-achologist/">the first step from Member to Achologist</a>.</p>\n<h2>How often it runs</h2>\n<p>Quarterly, giving four opportunities a year to meet a once-a-year requirement. You need only one. Attendance is <a href="/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/">verified by SoMAP</a> and updated in your record.</p>\n<h2>Why annually rather than once</h2>\n<p>Because ethics is not a topic you complete.</p>\n<p>The <a href="/help/achology-basics-and-identity/achology-code-ethics/">Code of Ethics</a> sets the standards of professional conduct expected of every practising Achologist, and it is treated as something you return to and practise, not a document read once and filed. The reason for repeating it is straightforward: the people who come to you for help deserve a practitioner who has actively thought about what ethical practice means recently, not someone who considered it once, years ago, before they had ever sat with a real client.</p>\n<p>It is also true that ethical questions get harder with experience, not easier. The dilemmas troubling a practitioner in their fifth year are not the ones covered in their first. Returning annually is what keeps the training useful rather than ceremonial.</p>\n<p>The Code of Ethics is one of <a href="/help/community-and-conduct/difference-between-code-ethics-ccac-community/">three separate codes at Achology</a>, and it is easy to confuse them.</p>
10024	How do a certificate of completion and a certificate of achievement differ?	difference-between-certificate-completion-certificate-achievement	1950	<p>They record two different kinds of thing. A certificate of completion says you finished a course. A certificate of achievement says you reached a <a href="/help/certificates-cpd-accreditation/six-achology-cpd-statuses/">verified member level</a> on the CPD pathway.</p>\n<h2>The certificate of completion</h2>\n<p>You receive one when you complete a course. It confirms you worked through the material and finished it. That is a real milestone and worth having.</p>\n<h2>The certificate of achievement</h2>\n<p>This one is not tied to a single course. As you meet the cumulative requirements for a member level and <a href="/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/">SoMAP verifies each claim</a>, your progression is recognised with a certificate of achievement.</p>\n<h2>What each says to an employer</h2>\n<p>Picture the two on a CV. A completion certificate tells an employer you studied a subject and finished the course, which is genuinely worth stating.</p>\n<p>An achievement certificate tells them something stronger: that you reached a standard of practice an independent body checked and stood behind. One describes study; the other describes verified competence, and only one of them is hard for a candidate to overstate.</p>\n<h2>Which one matters to whom</h2>\n<p>If you are learning for yourself, completion certificates may be all you ever need. If you intend to practise, the achievement certificate is the one that carries weight, precisely because someone other than you confirmed it.</p>\n<p>It is also the difference between <a href="/help/outcomes-and-expectations/course-completion-vs-competence/">completing a course and being competent</a>, which is worth reading if you are weighing up what a certificate is for. For what your certificate proves to a third party, see <a href="/help/certificates-cpd-accreditation/what-achology-certificate-proves/">what an Achology certificate actually proves</a>.</p>
10025	Is Achology listed on the UK Register of Learning Providers?	achology-uk-register-learning-providers	2152	<p>Yes. Achology is registered on the UK Register of Learning Providers (UKRLP), with the Provider Reference Number (PRN) 10099815. The UKRLP is the official record of learning providers in the United Kingdom, and the Provider Reference Number is the unique identifier for Achology on it. You can check it yourself, without taking our word for it.</p>\n<h2>How to check it</h2>\n<p>The UKRLP maintains a public provider lookup. Searching the register for the Provider Reference Number 10099815, or for the Achology name, returns the registered provider entry. That is the point of a public register: anyone assessing Achology can confirm the registration directly at source, rather than relying on a claim made on this page.</p>\n<h2>What the registration does, and does not, mean</h2>\n<p>It is worth being precise here, because this is an area where training providers are often vague, and we would rather be plain. Being on the UK Register of Learning Providers means Achology is a registered provider of learning, identifiable by its Provider Reference Number. It does not mean any individual course is a regulated or statutory qualification. If the question behind your question is how an Achology certificate compares to a formal academic award, <a href="/help/comparisons-and-alternatives/achology-certificates-vs-university-degrees/">how Achology certificates compare to university psychology degrees</a> answers it directly and honestly.</p>\n<h2>What sits alongside it</h2>\n<p>The registration is one of two things that make Achology's training checkable from outside. The other is <a href="/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/">SoMAP</a>, the Society of Modern Applied Psychology, the independent body that reviews and confirms every professional development claim, found at thesomap.org. What gives an Achology standing its credibility is the combination: a registered provider, plus independent verification behind every member's level. Both are checkable, and <a href="/help/certificates-cpd-accreditation/is-achology-accredited-somap/">Achology's accreditation position</a> is set out in full separately.</p>
10026	What is the Achology Code of Character and Conduct (CCaC)?	achology-code-character-conduct-ccac	2609	<p>The Code of Character and Conduct, or CCaC, is Achology's character-development code. It sets out nine virtues, each worked through in its own live session, and its purpose is plainly stated in the handbook itself: not a set of rules, but a shared commitment to the community's growth. It is the character strand of the CPD (continuing professional development) pathway, trained and tracked alongside the ethics strand.</p>\n<h2>How it is built</h2>\n<p>The CCaC runs as ten live sessions: an introduction, then one session for each of <a href="/help/community-and-conduct/nine-ccac-virtues/">the nine virtues</a>, which are Courage, Temperance, Justice, Wisdom, Magnificence, Magnanimity, Friendliness, Truthfulness, and Wittiness. It rests on <a href="/help/community-and-conduct/achology-s-character-code-based-aristotle/">Aristotle's virtue ethics</a>: the idea that character is not something you are born with, but something developed through deliberate practice, and that each virtue is a balanced middle point between two extremes, one of excess and one of deficiency.</p>\n<h2>What a virtue session is actually like</h2>\n<p>A CCaC session is not a lecture on being good. Each virtue is worked through with a set of reflection questions, so the session is really an honest examination of where you sit on that virtue's spectrum. Courage, for example, is the point between recklessness and cowardice, and the session asks you to look at which way you tend to lean, in the company of other members doing the same. That shared honesty is the method: character, in this view, is built by examining it openly, over time, with people who will be straight with you.</p>\n<h2>Where it sits on the pathway, and why</h2>\n<p>You complete all ten sessions before you move from Achologist to <a href="/help/certificates-cpd-accreditation/achologist-adept/">Achologist Adept</a>, then keep <a href="/help/community-and-conduct/many-ccac-sessions-need-complete-often/">eight of the ten current</a> within any rolling 12-month period. The CCaC is one of <a href="/help/community-and-conduct/difference-between-code-ethics-ccac-community/">three separate codes</a>: distinct from the <a href="/help/achology-basics-and-identity/achology-code-ethics/">Code of Ethics</a>, which governs professional practice, and the Community Code of Conduct, which governs behaviour on the community platform. It exists because most training develops only what you can do. The CCaC is how Achology also attends to who you are becoming while you learn, on the plain view that a capable practitioner with poor character helps no one.</p>
10027	What are Achology's 9 Code of Character and Conduct virtues?	nine-ccac-virtues	1493	<p>The nine virtues of the <a href="/help/community-and-conduct/achology-code-character-conduct-ccac/">Code of Character and Conduct (CCaC)</a> are Courage, Temperance, Justice, Wisdom, Magnificence, Magnanimity, Friendliness, Truthfulness, and Wittiness. Each is explored in its own live session, and together with an introductory session they make up the ten CCaC sessions on the CPD (continuing professional development) pathway.</p>\n<h2>How the virtues are understood</h2>\n<p>The nine are drawn from <a href="/help/community-and-conduct/achology-s-character-code-based-aristotle/">Aristotle's virtue ethics</a>, where each virtue is a balanced middle point between two extremes, one of excess and one of deficiency. Courage, for instance, is the point between recklessness and cowardice. Each session works through its virtue with a set of reflection questions, so you examine where you actually sit on that spectrum rather than reading a definition and moving on.</p>\n<h2>Why these nine, and why in sessions</h2>\n<p>The virtues are treated as qualities you develop through practice, not traits you either have or lack. Working through them in the company of other members, over time, is how the CCaC builds character alongside the professional skill the rest of the pathway develops. Holding <a href="/help/community-and-conduct/many-ccac-sessions-need-complete-often/">8 of the 10 sessions current</a> is what keeps that work live, rather than something completed once and forgotten.</p>
10028	How do the Code of Ethics, CCaC, and Community Code of Conduct differ?	difference-between-code-ethics-ccac-community	2202	<p>Achology has three separate codes, and they are easy to confuse. The <a href="/help/achology-basics-and-identity/achology-code-ethics/">Code of Ethics</a> governs professional practice, the <a href="/help/community-and-conduct/achology-code-character-conduct-ccac/">Code of Character and Conduct (CCaC)</a> develops character, and the Community Code of Conduct sets the rules for behaviour on the community platform.</p>\n<h2>What each one is</h2>\n<ul><li>The Code of Ethics, formally the Ethical Framework for Practitioners of Applied Psychology, sets the standards of professional conduct expected of every practising Achologist. <a href="/help/certificates-cpd-accreditation/have-retake-code-ethics-training-every/">Annual training in it</a> is a CPD (continuing professional development) requirement from Achologist Adept onward.</li><li>The CCaC is the character-development code: nine virtues trained through <a href="/help/community-and-conduct/many-ccac-sessions-need-complete-often/">ten live sessions</a>, forming the character strand of the pathway.</li><li>The Community Code of Conduct is the separate set of rules for the <a href="/help/technical-help/what-is-circle-achology-community/">Circle community platform</a>, governing how members behave in that shared space.</li></ul>\n<h2>One situation, three codes</h2>\n<p>It helps to see them at work on a single moment. Imagine you are coaching another member in a live session, and something sensitive comes up.</p>\n<p>The Code of Ethics governs how you handle that professionally: confidentiality, competence, the client's interests. The CCaC is the character behind it: the honesty and humility you bring to the room. The Community Code of Conduct covers how you then conduct yourself in the group afterwards, in the shared space.</p>\n<h2>A simple way to hold the difference</h2>\n<p>The Code of Ethics is about how you practise with clients. The CCaC is about who you are becoming as a person. The Community Code of Conduct is about how you treat other members day to day.</p>\n<p>Two of the three, the Code of Ethics and the CCaC, are trained and tracked on the CPD pathway; the third simply governs conduct in the community space.</p>
10029	How many CCaC sessions do I need to complete, and how often?	many-ccac-sessions-need-complete-often	1347	<p>There are ten <a href="/help/community-and-conduct/achology-code-character-conduct-ccac/">Code of Character and Conduct (CCaC)</a> sessions in total: an introduction, plus one for each of <a href="/help/community-and-conduct/nine-ccac-virtues/">the nine virtues</a>. You complete all ten before you progress from Achologist to <a href="/help/certificates-cpd-accreditation/achologist-adept/">Achologist Adept</a>. After that, you keep 8 of the 10 current within any rolling 12-month period to stay compliant.</p>\n<h2>What "keeping them current" means</h2>\n<p>The 8-of-10 requirement is ongoing, not a one-time hurdle. Sessions run regularly through the year, and because compliance is measured over a rolling 12 months, sessions gradually drop out of the window as time passes. Leaving too long a gap is where members find themselves falling short.</p>\n<h2>Why it works this way</h2>\n<p>Character, in the CCaC's view, is built by examining virtues honestly, in good company, over time, not by finishing a course once and moving on. The rolling requirement keeps that examination live. Holding 8 of 10 current is also what keeps your <a href="/help/community-and-conduct/ccac-green-red-status-mean/">status at green</a>, which is required for CPD (continuing professional development) progression at every level from Achologist Adept upward.</p>
10030	What do the green and red CCaC statuses indicate?	ccac-green-red-status-mean	1536	<p>Green and red are the two states of your <a href="/help/community-and-conduct/achology-code-character-conduct-ccac/">Code of Character and Conduct (CCaC)</a> compliance. Green means at least 8 of your 10 CCaC sessions are current within the rolling 12-month period, which is what CPD (continuing professional development) progression requires. Red means fewer than 8 are current, and while you are red, your progression on the pathway is paused until you restore it.</p>\n<h2>How you move between them</h2>\n<p>Because compliance is measured over a rolling 12 months, <a href="/help/community-and-conduct/many-ccac-sessions-need-complete-often/">sessions drop out of the window</a> as time passes, so staying green takes consistent engagement rather than a single burst. If your current sessions fall below eight, your status turns red. Attending enough sessions to bring the count back to eight or more returns you to green.</p>\n<h2>Why it matters</h2>\n<p>Green status is a condition for progressing at every level from <a href="/help/certificates-cpd-accreditation/achologist-adept/">Achologist Adept</a> upward, sitting alongside the <a href="/help/certificates-cpd-accreditation/have-retake-code-ethics-training-every/">annual Code of Ethics training</a> as the two ongoing compliance requirements. Red does not erase anything you have already earned; it holds your progression in place until your compliance is restored. That is the system's way of keeping the character strand a live commitment rather than a box ticked once.</p>
10031	Why does Achology's character code draw from Aristotle?	achology-s-character-code-based-aristotle	1959	<p>Achology's character code, the <a href="/help/community-and-conduct/achology-code-character-conduct-ccac/">Code of Character and Conduct (CCaC)</a>, is built on Aristotle's virtue ethics because that tradition treats character as something you develop, not something you are simply born with or without. For a learning community whose whole premise is that people are <a href="/help/outcomes-and-expectations/achology-character-development/">capable of growth</a>, a framework built on deliberate practice is a natural fit.</p>\n<h2>What virtue ethics actually says</h2>\n<p>If the phrase is new to you, the idea behind it is refreshingly plain. Most ethical systems ask "what are the rules, and did you follow them". Virtue ethics asks a different question: "what kind of person are you becoming".</p>\n<p>Its answer is that good character is grown, through practice and honest effort, the same way any skill is. You are not born courageous or patient; you become so by acting that way, repeatedly, until it holds.</p>\n<h2>The idea of the middle point</h2>\n<p>Aristotle's particular contribution is that each virtue sits as a balanced mean between two extremes, one of excess and one of deficiency. Courage sits between recklessness and cowardice; generosity between wastefulness and meanness.</p>\n<p>The CCaC takes <a href="/help/community-and-conduct/nine-ccac-virtues/">nine of these virtues</a> and works through each in its own session, asking you to examine honestly which way you tend to lean.</p>\n<h2>Why it suits Achology</h2>\n<p>This character-first approach matches how Achology treats <a href="/help/achology-basics-and-identity/achology-code-ethics/">ethics more widely</a>: the aim is to help members aspire to become better, not simply to follow rules. Virtue ethics gives the CCaC a way to develop character over time, through honest self-examination in the company of other members, which is exactly how the sessions are designed to run.</p>
10032	What are the five principles of Achology's community?	achology-s-five-community-principles	2315	<p>Achology's five community principles set the behavioural benchmark for the learning community. They are Respect and Inclusivity, Active Engagement, Integrity and Professionalism, Ethical Conduct, and Shared Responsibility. They come from the <a href="/help/community-and-conduct/achology-code-character-conduct-ccac/">Code of Character and Conduct (CCaC)</a> and describe how members treat one another and the space they share.</p>\n<h2>What each one means</h2>\n<ul><li>Respect and Inclusivity: diversity enriches the community, every perspective is valued, and respect is treated as the cornerstone of growth.</li><li>Active Engagement: learning is a shared effort, so members take part, listen with intention, ask thoughtful questions, and give constructive feedback.</li><li>Integrity and Professionalism: trust is built through consistent honesty, accountability, and professionalism, including upholding confidentiality.</li><li>Ethical Conduct: members respect others' rights, follow applicable laws, and contribute in ways aligned with the community's standards.</li><li>Shared Responsibility: the community is a collective effort, so issues are addressed collaboratively rather than left to fester.</li></ul>\n<h2>What they look like in practice</h2>\n<p>These are not abstractions once you are inside the community. Active Engagement is the member who reads a coaching post properly and gives a considered reply, rather than a one-line reaction.</p>\n<p>Shared Responsibility is the group addressing a difficult thread openly and kindly, instead of letting it sour. Integrity is a member holding a confidence they were trusted with. The principles describe the ordinary conduct that keeps a large learning community worth being part of.</p>\n<h2>How they are held</h2>\n<p>The five principles are part of the CCaC, and they sit alongside <a href="/help/community-and-conduct/nine-ccac-virtues/">the nine virtues</a> the code trains: the virtues describe the character to develop, the principles describe how to conduct yourself with others. They also connect to Achology's wider <a href="/help/achology-basics-and-identity/achology-s-ten-value-commitments/">ten value commitments</a> and <a href="/help/achology-basics-and-identity/achology-s-nine-value-based-principles/">nine value-based principles</a>.</p>
10033	What are the suggested character traits of an Achologist?	character-traits-define-achologist	1515	<p>The <a href="/help/achology-basics-and-identity/achology-code-ethics/">Achology Code of Ethics</a> names 22 character traits as the essential personal and moral qualities of an Achologist. They are grounded in a smaller set of moral foundations, honesty, integrity, kindness, fairness, respect, responsibility, and empathy, with trust treated as the cornerstone of every professional relationship. The traits describe who an Achologist is expected to be, alongside what they agree to do.</p>\n<h2>The 22 traits</h2>\n<p>In full, they are: Alertness, Attentiveness, Availability, Cautiousness, Compassion, Cooperation, Courage, Diligence, Discipline, Empathy, Enthusiasm, Flexibility, Generosity, Honesty, Humility, Initiative, Integrity, Orderliness, Patience, Positivity, Resilience, and Wisdom.</p>\n<h2>How they are used</h2>\n<p>These 22 are an aspirational inventory: qualities to grow toward and examine honestly in yourself, rather than a checklist you pass. They overlap with <a href="/help/community-and-conduct/nine-ccac-virtues/">the nine virtues</a> of the Code of Character and Conduct (CCaC), which shares some of the same ground, but the two are distinct instruments. The CCaC virtues are trained and tracked through live sessions; these 22 traits are aspired to and self-examined. Together with <a href="/help/community-and-conduct/commit-practising-achologist/">the commitments every practising Achologist makes</a>, they paint the full picture of the person the framework is helping you become.</p>
10034	What is the Achology Code of Ethics (Ethical Conduct)?	achology-code-ethics	2649	<p>The Achology Code of Ethics is the framework of professional conduct that every practising Achologist works within. Its formal name is the Ethical Framework for Practitioners of Applied Psychology. It is the primary reference members use when making decisions about their own conduct, whether professional, relational, financial, or social, and adhering to it is a condition of standing as a member.</p>\n<h2>What it is grounded in</h2>\n<p>The framework is built on virtue ethics, the tradition running from Socrates and the Stoics through <a href="/help/community-and-conduct/achology-s-character-code-based-aristotle/">Aristotle</a>, which emphasises cultivating good character over simply following rules. The handbook presents the code as an integrity health check rather than a box-ticking exercise, with the aim of helping members aspire to be better, not merely to do the right thing in the moment. Integrity is named its cornerstone virtue.</p>\n<h2>The three ways it is used</h2>\n<p>The code is not a document you read once and shelve. The handbook names three live uses for it: guiding everyday professional practice, including being open about it with a client at the outset; supporting ethical decision-making, giving you a structured way to weigh a real dilemma when two principles pull against each other; and supporting reflection, explicitly including the coaching and practice sessions on the pathway. In other words, it is meant to be used in the room, not admired on a shelf.</p>\n<h2>How it is trained and kept current</h2>\n<p>The code comes with a six-part video training course, working through moral and ethical excellence, the role of an ethically minded Achologist, the integrity health check, ongoing character development, the qualities that positively influence people, and a closing commitment to keep the practice alive. Attending the live Code of Ethics training once a year is a <a href="/help/certificates-cpd-accreditation/have-retake-code-ethics-training-every/">CPD compliance requirement from Achologist Adept onward</a>. It is one of <a href="/help/community-and-conduct/difference-between-code-ethics-ccac-community/">Achology's three conduct codes</a>, distinct from the <a href="/help/community-and-conduct/achology-code-character-conduct-ccac/">Code of Character and Conduct (CCaC)</a> and the Community Code of Conduct. Its values are expressed in more usable form as <a href="/help/achology-basics-and-identity/achology-s-ten-value-commitments/">the ten value commitments</a> and <a href="/help/achology-basics-and-identity/achology-s-nine-value-based-principles/">the nine value-based principles</a>.</p>
10035	What are the ten core value commitments of Achology?	achology-s-ten-value-commitments	2266	<p>Achology's ten value commitments are the beliefs its <a href="/help/achology-basics-and-identity/achology-code-ethics/">Code of Ethics</a> commits the organisation and its members to. They shape the goals Achology sets and the decisions it makes.</p>\n<h2>The ten commitments</h2>\n<ul><li>Upholding human rights, individuality, and dignity for all.</li><li>Actively supporting people in relieving personal suffering and distress.</li><li>Promoting the wellbeing, personal growth, and capabilities of individuals.</li><li>Enhancing the quality of relationships between people, built on trust and understanding.</li><li>Strengthening personal resilience and effectiveness.</li><li>Encouraging people to embody virtuous and ethical characteristics in their interactions.</li><li>Maintaining the confidentiality of people's private information, prioritising their safety and wellbeing.</li><li>Upholding the integrity of the practitioner and client relationship in applied psychology.</li><li>Enhancing the usefulness of abstract psychological knowledge in practical, everyday applications.</li><li>Ensuring equitable and affordable access to training in applied psychology.</li></ul>\n<h2>Where you actually see them</h2>\n<p>A list of values is only worth as much as its visibility, so it is worth pointing to where these show up. The confidentiality commitment is the root of Achology's privacy promises across its policies.</p>\n<p>The applied-knowledge commitment is why the whole platform is built around practice rather than theory alone. And the access commitment is behind the <a href="/help/achology-basics-and-identity/achology-knowledge-hub-free-read/">free-to-read Knowledge Hub</a> and the affordability of the training.</p>\n<h2>How they fit the wider framework</h2>\n<p>The ten commitments work alongside <a href="/help/achology-basics-and-identity/achology-s-nine-value-based-principles/">the nine value-based principles</a>, which turn these values into a method for real decisions, and <a href="/help/community-and-conduct/achology-s-five-community-principles/">the five community principles</a>, which express them in daily conduct. Together they say the same thing in three registers: what Achology believes, how it decides, and how members behave.</p>
10036	What are Achology's nine value-based principles?	achology-s-nine-value-based-principles	2313	<p>Achology's nine value-based principles are the way its <a href="/help/achology-basics-and-identity/achology-code-ethics/">Code of Ethics</a> turns its values into something a member can act on. The handbook's own reasoning is that articulating values as principles brings clarity and makes them usable when a real decision has to be made.</p>\n<h2>The nine principles</h2>\n<ul><li>Personal Integrity: living consistently by core principles such as honesty, fairness, and decency.</li><li>Personal Autonomy: staying true to yourself and your own principles, free from external manipulation.</li><li>Unconditional Inclusion: accepting every person's full contribution, regardless of difference.</li><li>Altruism: serving the needs of others above personal interest, with empathy as its engine.</li><li>Moral Imagination: the ability to envision several options for resolving an ethical dilemma.</li><li>Growth Mindset: treating skills as learnable and failures as opportunities to learn.</li><li>Social Contribution: prioritising giving over taking within families, neighbourhoods, and communities.</li><li>Personal Responsibility: taking ownership and acting as a role model whose influence reaches beyond you.</li><li>Maturity in Character: self-awareness, social awareness, and the wisdom to learn from experience.</li></ul>\n<h2>How they guide a real decision</h2>\n<p>The handbook gives a simple test for using them. If one or more of these principles is strongly reflected in a decision, without contradicting any other, the decision can be regarded as ethically well-founded.</p>\n<p>Say a client shares something that worries you. Personal Integrity and Altruism both point toward acting in their interest; Unconditional Inclusion and Personal Autonomy remind you to respect their right to decide for themselves.</p>\n<p>Where the principles cannot all be honoured at once, you weigh which matter most. That weighing is the skill.</p>\n<h2>Why this matters</h2>\n<p>That test is what turns <a href="/help/achology-basics-and-identity/achology-s-ten-value-commitments/">the ten value commitments</a> from a statement into a working method, and it connects directly to <a href="/help/achology-basics-and-identity/seven-marks-maturity-achology-teaches/">the seven marks of maturity</a> the framework describes.</p>
10037	What are the seven signs of maturity that Achology teaches?	seven-marks-maturity-achology-teaches	1717	<p>Achology's seven marks of maturity come from the <a href="/help/achology-basics-and-identity/achology-code-ethics/">Code of Ethics</a>, in a section on the essence of maturity. They describe a mature person as someone whose decisions are rooted in values rather than in passing emotions or opinions. The marks give members a picture of the character the whole framework is trying to help them grow toward.</p>\n<h2>The seven marks</h2>\n<ul><li>Keeps long-term commitments, delaying gratification and honouring commitments even when they are uninspiring.</li><li>Is indifferent to flattery or criticism, holding a secure identity that is not shaken by external opinion.</li><li>Possesses a spirit of humility, honouring others and acknowledging their contributions.</li><li>Makes decisions based on character, acting proactively rather than looking for excuses.</li><li>Can prioritise self last, contributing to others' wellbeing in a balanced, discerning way.</li><li>Seeks wisdom before acting, keeping a teachable spirit and valuing counsel from the wise.</li><li>Consistently expresses gratitude.</li></ul>\n<h2>How to read them</h2>\n<p>The marks are best read as a description to grow into rather than a test to pass. They line up closely with <a href="/help/achology-basics-and-identity/achology-s-nine-value-based-principles/">the nine value-based principles</a>, where Maturity in Character is itself named, and with the framework's wider belief that character, more than circumstances, is what carries a person through difficulty. That belief is also why Achology <a href="/help/outcomes-and-expectations/achology-character-development/">emphasises character development</a> alongside professional skill.</p>
